F1	#edp_depmorp_포승읍-@-NNG
F3883	#edp_dependency_규민-@-NNG--구성되-@-VV--남성그룹-@-NNG
F1884	#edp_dependency_영입하-@-VV
F644	#edp_dependency_up||NP_CMP--up||VP--down||NP_SBJ--down||
F3884	#edp_dependency_down||NP--down||
F995	카잔-@-NNG
F6946	#edp_arg1_mod_변산-@-NNG
F7352	#edp_depmorp_활성화지역-@-NNG
F1887	#edp_arg2_mod_후일-@-NNG
F1888	#edp_dependency_down||VP_MOD--down||VP--down||NP_AJT--down||NP_CNJ--down||NP--down||
F1889	#edp_depmorp_체결하-@-VV
F7965	#edp_arg1_mod_군주-@-NNG
F6751	#edp_arg2_mod_백작-@-NNG
F5123	#edp_depmorp_다가오-@-VV
F7870	#edp_depmorp_살포되-@-VV
F1890	#edp_depmorp_런던-@-NNG
F5946	#edp_depmorp_반도-@-NNG
F1891	#edp_depmorp_바르셀로나-@-NNG
F7968	#edp_dependency_배기종-@-NNG--데려오-@-VV--내주-@-VV
F5947	#edp_dependency_up||NP--down||VP_MOD--down||NP_AJT--down||NP_CNJ--down||
F4661	#edp_depmorp_프레이-@-NNG
F5948	대표팀-@-NNG
F1892	#edp_dependency_아들-@-NNG--관료-@-NNG--후기-@-NNG
F7677	#edp_dependency_같-@-VA--동료-@-NNG--함께하-@-VV--이적하-@-VV
F2280	#edp_depmorp_대여하-@-VV
F1894	#edp_dependency_up||VP--up||VP--up||VP--up||VP--down||NP_AJT--down||
F3885	#edp_dependency_화성시-@-NNG
F996	#edp_arg2_mod_푸스볼-@-NNG
F5742	#edp_depmorp_왕영-@-NNG
F3886	#edp_arg1_mod_장군-@-NNG
F3887	#edp_depmorp_매각되-@-VV
F2838	#edp_dependency_up||NP--up||NP--up||NP_OBJ--up||VP--down||VP--down||NP_OBJ--down||NP--down||
F7973	#edp_dependency_암살하-@-VV--대공-@-NNG--외스터라이히에스테-@-NNG--황태자-@-NNG
F1896	중부-@-NNG
F3889	#edp_arg1_mod_이사장-@-NNG
F2909	#edp_dependency_공원-@-NNG--공원-@-NNG--위치하-@-VV--구-@-NNB--파리_-@-NNG--프랑스-@-NNG
F3532	#edp_dependency_up||NP_MOD--up||VNP--down||NP--down||
F5952	정규-@-NNG
F3890	#edp_depmorp_파리_-@-NNG
F1866	나라-@-NNG
F5954	#edp_depmorp_수원시-@-NNG
F7976	#edp_depmorp_맴버-@-NNG
F5520	#edp_dependency_선수-@-NNG--하-@-VV
F7977	#edp_arg1_mod_방송하-@-VV
F3043	#edp_dependency_대신하-@-VV--되-@-VV--감독-@-NNG
F4207	#edp_dependency_경유하-@-VV--이르-@-VV--노선-@-NNG
F660	#edp_depmorp_하-@-VV
F5956	면-@-NNG
F2925	뉴질랜드-@-NNG
F7978	#edp_depmorp_중북부-@-NNG
F1899	경부선-@-NNG
F1900	#edp_dependency_지휘하-@-VV
F4638	#edp_depmorp_극찬하-@-VV
F4755	#edp_depmorp_왕국-@-NNG
F3891	오클랜드-@-NNG
F1901	왕조-@-NNG
F4103	참가하-@-VV
F3104	#edp_depmorp_승강장-@-NNG
F3892	#edp_depmorp_결과-@-NNG
F7812	#edp_dependency_up||NP--up||NP_AJT--up||VP--down||NP_OBJ--down||
F5958	#edp_depmorp_작곡-@-NNG
F1902	바르셀로나-@-NNG
F6419	#edp_dependency_up||NP--up||NP_SBJ--down||
F1903	만-@-NNG
F4757	#edp_arg1_mod_주말극장-@-NNG
F3893	#edp_depmorp_산마루-@-NNG
F3894	설-@-NNG
F1904	#edp_dependency_시-@-NNG--삿포로-@-NNG--홋카이도-@-NNG
F6850	#edp_depmorp_친구-@-NNG
F2398	#edp_depmorp_모시-@-VV
F1905	중요하-@-VA
F5777	#edp_dependency_up||VP--up||VP--up||VP--down||
F5962	운동-@-NNG
F3406	#edp_depmorp_사위-@-NNG
F7982	#edp_depmorp_초반부-@-NNG
F2977	#edp_depmorp_샤록-@-NNG
F7048	히어로즈-@-NNG
F1907	비슷하-@-VA
F5964	테드-@-NNG
F1908	#edp_depmorp_내전-@-NNG
F3898	#edp_dependency_정책-@-NNG--관련하-@-VV--점령하-@-VV
F5965	#edp_depmorp_사용되-@-VV
F4146	#edp_depmorp_공개하-@-VV
F5966	오하이오-@-NNG
F8006	#edp_depmorp_경-@-NNG
F5967	#edp_depmorp_통칭-@-NNG
F5430	#edp_depmorp_설립하-@-VV
F3710	#edp_depmorp_역사서-@-NNG
F7983	전반전-@-NNG
F3842	#edp_depmorp_통산-@-NNG
F36	#edp_depmorp_선수-@-NNG
F3900	프랑크푸르트-@-NNG
F3901	#edp_dependency_up||VNP--down||NP_AJT--down||NP_MOD--down||
F7984	#edp_dependency_청대-@-NNG
F1911	#edp_depmorp_도입하-@-VV
F7082	#edp_depmorp_페널티킥-@-NNG
F5969	#edp_depmorp_오대십국-@-NNG
F7985	#edp_dependency_up||VP_MOD--up||NP_AJT--up||VNP--down||
F1912	#edp_depmorp_뽑히-@-VV
F7986	#edp_arg2_mod_그리스-@-NNG
F1913	블레이크-@-NNG
F3902	#edp_dependency_사용하-@-VV--데-@-NNB--재상륙하-@-VV
F5971	눈-@-NNG
F3903	#edp_depmorp_음반-@-NNG
F2401	#edp_depmorp_오가-@-VV
F1914	복귀하-@-VV
F7990	영토-@-NNG
F1000	#edp_dependency_허물-@-VV--배급하-@-VV--패턴-@-NNG--통하-@-VV
F8026	#edp_arg2_mod_시-@-NNG
F6782	#edp_dependency_지도-@-NNG--아래-@-NNG--실시하-@-VV
F3035	#edp_arg2_mod_코무-@-NNG
F7105	통한-@-NNG
F2402	#edp_depmorp_주도-@-NNG
F4758	#edp_dependency_보내-@-VV--때-@-NNG--하-@-VV--대회-@-NNG
F1917	#edp_depmorp_브롱크스-@-NNG
F1918	방송사-@-NNG
F3045	#edp_depmorp_등용되-@-VV
F5431	인물-@-NNG
F649	#edp_depmorp_비교되-@-VV
F6240	#edp_arg1_mod_손자-@-NNG
F1906	#edp_dependency_역임하-@-VV--내각총리대신-@-NNG--일본-@-NNG
F5976	#edp_dependency_up||VP--down||VP--down||AP--down||NP_AJT--down||NP--down||
F5181	#edp_depmorp_관할하-@-VV
F3907	#edp_arg2_mod_구성원-@-NNG
F1920	년경-@-NNB
F7994	#edp_depmorp_선보이-@-VV
F6421	#edp_depmorp_개-@-NNB
F7995	#edp_dependency_up||VNP--down||VP--down||
F5977	#edp_depmorp_안상수_-@-NNG
F3908	#edp_dependency_듀오-@-NNG
F7996	축구단-@-NNG
F3909	단편소설-@-NNG
F5978	#edp_depmorp_팀-@-NNG
F5979	#edp_depmorp_스톡홀름-@-NNG
F7126	#edp_depmorp_대장동-@-NNG
F4039	#edp_depmorp_아사히카-@-NNG
F7010	#edp_dependency_콩나물-@-NNG--약속-@-NNG
F5982	#edp_dependency_up||VP--down||NP_AJT--down||NP_CNJ--down||
F4658	오디션-@-NNG
F1922	세르비아인-@-NNG
F6757	#edp_depmorp_만화-@-NNG
F1923	#edp_dependency_up||VP_MOD--up||NP_MOD--up||NP_OBJ--up||VP--down||
F3910	#edp_dependency_있-@-VA--두-@-VV
F3911	#edp_depmorp_군-@-NNG
F1924	#edp_arg2_mod_도입되-@-VV
F7997	#edp_dependency_down||VNP_MOD--down||VNP--down||NP_MOD--down||VNP_MOD--down||
F4598	농어촌버스-@-NNG
F7110	군포시-@-NNG
F3912	섬들-@-NNG
F7998	라이브-@-NNG
F1925	이복-@-NNG
F5984	산하-@-NNG
F5985	#edp_depmorp_한편-@-NNG
F2731	#edp_depmorp_옹립하-@-VV
F3715	#edp_depmorp_공격하-@-VV
F5986	#edp_arg2_mod_진_-@-NNG
F1619	#edp_depmorp_소재하-@-VV
F5988	카바르디노발카르-@-NNG
F3097	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_AJT--down||NP--down||
F7791	#edp_dependency_마치-@-VV--출전하-@-VV--활약하-@-VV
F8136	#edp_depmorp_들어서-@-VV
F7668	골키퍼-@-NNG
F5989	이야기-@-NNG
F1928	#edp_arg1_mod_울산광역시-@-NNG
F8000	#edp_depmorp_사동-@-NNG
F5758	#edp_depmorp_복귀작-@-NNG
F4547	#edp_arg1_mod_묘코코겐-@-NNG
F3913	#edp_depmorp_만-@-NNB
F5990	#edp_dependency_up||NP_MOD--down||NP_CNJ--down||
F3914	전자-@-NNG
F4402	#edp_depmorp_드리-@-VV
F3915	#edp_depmorp_기타리스트-@-NNG
F5557	#edp_dependency_거목-@-NNG--설립하-@-VV--창간하-@-VV--후손-@-NNG--김병-@-NNG--지내-@-VV--김성수_-@-NNG--년-@-NNB--지내-@-VV--부통령-@-NNG--대-@-NNB
F1929	#edp_depmorp_강원도_-@-NNG
F8001	욧카이치-@-NNG
F8002	서일본-@-NNG
F7999	킹-@-NNG
F3128	#edp_depmorp_폴린-@-NNG
F8004	#edp_depmorp_영입하-@-VV
F8005	#edp_depmorp_황후-@-NNG
F3132	활동-@-NNG
F3916	#edp_depmorp_상륙하-@-VV
F3917	화학-@-NNG
F3918	#edp_depmorp_경찰-@-NNG
F3919	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||NP_AJT--down||NP--down||NP--down||
F3920	#edp_depmorp_말-@-NNB
F3144	#edp_dependency_up||VP--up||NP--down||
F1933	#edp_depmorp_간디-@-NNG
F3921	#edp_dependency_지방-@-NNG--최북단-@-NNG--홋카이도-@-NNG
F7050	소개-@-NNG
F3922	#edp_depmorp_차내-@-NNG
F3923	#edp_dependency_up||NP_AJT--up||VP--up||VP--down||NP_SBJ--down||NP_MOD--down||
F3924	나머지-@-NNG
F4404	#edp_arg1_mod_송도국제도시-@-NNG
F3927	#edp_dependency_보컬-@-NNG
F5995	#edp_dependency_up||NP--up||NP_MOD--up||VNP--down||NP_AJT--down||
F1031	#edp_dependency_연체동물-@-NNG
F3928	#edp_arg2_mod_진행자-@-NNG
F6985	#edp_dependency_이주하-@-VV--외손자-@-NNG--그-@-NP
F3166	#edp_dependency_up||NP--up||NP--up||NP_SBJ--down||
F3167	#edp_depmorp_발표되-@-VV
F5437	#edp_depmorp_프로그램-@-NNG
F1936	#edp_depmorp_거목-@-NNG
F3173	#edp_dependency_up||VP--up||VP--up||VP--up||VP--down||
F3929	#edp_depmorp_학문-@-NNG
F6961	#edp_arg2_mod_말레이시아-@-NNG
F8064	항공사-@-NNG
F3930	베이스볼-@-NNG
F1937	#edp_depmorp_윤황-@-NNG
F5999	사무소-@-NNG
F8013	#edp_dependency_up||VP_MOD--down||VP--down||VP--down||
F7111	#edp_depmorp_길-@-NNG
F8014	#edp_depmorp_기일-@-NNG
F1938	#edp_depmorp_강동면-@-NNG
F3188	일본-@-NNG
F6001	천황-@-NNG
F6002	#edp_depmorp_카운티-@-NNG
F3932	#edp_dependency_up||VP_MOD--up||
F6003	#edp_depmorp_임명-@-NNG
F6761	#edp_arg1_mod_채널-@-NNG
F7261	#edp_arg2_mod_핀란드-@-NNG
F3184	#edp_depmorp_정책-@-NNG
F1941	#edp_depmorp_서부지방-@-NNG
F8015	#edp_dependency_up||VNP--down||VP--down||NP_AJT--down||NP--down||
F3933	#edp_depmorp_공개되-@-VV
F1942	#edp_dependency_혁명가-@-NNG--대통령-@-NNG
F3934	영축산-@-NNG
F3210	#edp_dependency_산투스-@-NNG--영입하-@-VV
F3936	#edp_dependency_소속팀-@-NNG
F3219	#edp_dependency_up||NP_OBJ--up||VP_MOD--down||NP_AJT--down||VP_MOD--down||NP_AJT--down||NP--down||NP--down||NP--down||
F3937	#edp_depmorp_익스프레스-@-NNG
F6007	#edp_depmorp_남동부-@-NNG
F7530	#edp_dependency_down||VP_MOD--down||NP_AJT--down||NP_CNJ--down||
F1945	#edp_depmorp_경쟁-@-NNG
F1946	#edp_dependency_이끌-@-VV--우승-@-NNG
F1947	#edp_dependency_up||NP_SBJ--up||VP--down||
F3938	양서류-@-NNG
F3939	할머니-@-NNG
F8016	#edp_depmorp_김기동-@-NNG
F3640	국-@-NNG
F7113	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_MOD--up||VNP--down||
F6383	광역시-@-NNG
F5532	최연소-@-NNG
F4460	#edp_depmorp_상암동-@-NNG
F6674	#edp_dependency_up||NP_CNJ--up||NP_PRN--down||
F7295	#edp_dependency_up||NP_AJT--up||VP--down||NP_OBJ--down||NP_MOD--down||
F3245	#edp_dependency_일으키-@-VV
F1950	#edp_depmorp_증산리-@-NNG
F6011	베르사유-@-NNG
F1952	#edp_depmorp_후기-@-NNG
F897	#edp_depmorp_차네티-@-NNG
F1953	개막전-@-NNG
F1954	#edp_depmorp_공산당-@-NNG
F1955	#edp_depmorp_고내리-@-NNG
F7412	#edp_arg1_mod_주지사-@-NNG
F8020	#edp_arg1_mod_운영하-@-VV
F8021	#edp_depmorp_매송-@-NNG
F6013	#edp_dependency_down||NP--down||NP_MOD--down||
F3721	#edp_depmorp_맞추-@-VV
F7491	#edp_dependency_up||NP_AJT--up||VP--up||VP_MOD--up||NP_OBJ--up||VP--up||VP_MOD--up||NP_SBJ--up||VP--down||NP_AJT--down||VP--down||NP_AJT--down||
F1958	#edp_depmorp_수반하-@-VV
F6014	한글-@-NNG
F7391	아틀레티코-@-NNG
F6429	#edp_arg2_mod_주연-@-NNG
F3942	#edp_depmorp_선정되-@-VV
F2114	#edp_dependency_묘소-@-NNG--옮기-@-VV--있-@-VA--등-@-NNB--묘소-@-NNG--민영환-@-NNG--자결하-@-VV--남기-@-VV--개탄하-@-VV--년-@-NNB--묘소-@-NNG--외조모-@-NNG--장모-@-NNG--성종-@-NNG
F3283	#edp_dependency_up||NP_SBJ--up||VP--down||NP_SBJ--down||NP--down||
F8085	#edp_depmorp_마오쩌둥-@-NNG
F6112	경상북도-@-NNG
F3290	#edp_dependency_down||NP_CNJ--down||VNP_MOD--down||NP_MOD--down||
F3944	#edp_dependency_동안-@-NNG--이어지-@-VV--전하-@-VV--만-@-NNG--등-@-NNB--이타인-@-NNG
F3292	#edp_dependency_up||VP--down||VP--down||VP--down||VP--down||VP--down||
F7796	#edp_dependency_건설하-@-VV
F1961	#edp_dependency_up||NP--up||NP--up||NP_SBJ--up||VNP--down||
F8024	승격-@-NNG
F7340	러시아-@-NNG
F5545	#edp_depmorp_소식-@-NNG
F3945	#edp_depmorp_펑크-@-NNG
F3946	미국연합-@-NNG
F7346	#edp_depmorp_해-@-NNB
F6018	#edp_depmorp_이진우_-@-NNG
F6019	#edp_depmorp_삼남면-@-NNG
F6020	소비-@-NNG
F8029	#edp_depmorp_반면-@-NNG
F3947	#edp_arg2_mod_멤버-@-NNG
F6021	#edp_dependency_선-@-NNG--편성-@-NNG--편성-@-NNG--차내-@-NNG--살포되-@-VV
F8030	#edp_depmorp_막부-@-NNG
F4441	백두대간협곡열차-@-NNG
F1964	#edp_dependency_여객철도-@-NNG--위치하-@-VV--정-@-NNG--오쿠이즈모-@-NNG--군-@-NNG--니타-@-NNG
F4763	#edp_depmorp_센트럴-@-NNG
F3337	아마가사키-@-NNG
F6023	#edp_depmorp_브리트니_스피어스의_음반-@-NNG
F3949	#edp_dependency_위치하-@-VV--사동-@-NNG--상록구-@-NNG--안산시-@-NNG
F3950	#edp_dependency_작가-@-NNG
F3951	#edp_dependency_up||NP_SBJ--up||VP--up||VP--up||VP--down||NP_SBJ--down||
F8088	#edp_dependency_up||NP_AJT--up||VP--up||VP--up||VP--down||AP--down||NP_AJT--down||
F6593	#edp_depmorp_메-@-NNG
F6024	접하-@-VV
F3952	#edp_depmorp_시티-@-NNG
F3953	#edp_depmorp_밝혀지-@-VV
F169	#edp_depmorp_인물-@-NNG
F1966	#edp_dependency_마르가이라스-@-NNG--등-@-NNB--활약하-@-VV
F3351	#edp_depmorp_리그_파크_-@-NNG
F7386	#edp_depmorp_연잇-@-VV
F3355	#edp_dependency_접하-@-VV--위치하-@-VV--곳-@-NNG--떨어지-@-VV
F1968	직통-@-NNG
F3698	경찰-@-NNG
F3359	히타히코산-@-NNG
F6025	#edp_depmorp_조-@-NNG
F3955	올리-@-VV
F3957	#edp_depmorp_주축-@-NNG
F8034	#edp_dependency_활약하-@-VV--선수-@-NNG
F3959	#edp_dependency_역-@-NNG--있-@-VA--운서동-@-NNG--중구-@-NNG
F8035	#edp_depmorp_미야기-@-NNG
F8036	일부-@-NNG
F7408	대회-@-NNG
F6026	#edp_dependency_언니-@-NNG--조카딸-@-NNG--도독-@-NNG--시-@-NNG
F8037	#edp_dependency_음반-@-NNG
F6027	#edp_depmorp_이씨-@-NNG
F6028	#edp_dependency_up||NP_OBJ--up||VP_MOD--up||NP_SBJ--up||VP--down||VP--down||
F1969	#edp_depmorp_쳐들어가-@-VV
F8134	#edp_depmorp_로스피탈레트데요브레가트-@-NNG
F4912	베컴-@-NNG
F1970	#edp_depmorp_전향하-@-VV
F846	#edp_depmorp_이기호발설-@-NNG
F3383	강원도_-@-NNG
F6029	#edp_depmorp_교통국-@-NNG
F3962	#edp_dependency_up||X--up||NP--down||X--down||
F7118	생산하-@-VV
F7712	#edp_dependency_철도역-@-NNG--있-@-VA--경흥군-@-NNG
F6031	니-@-NP
F1972	#edp_arg2_mod_주도-@-NNG
F7867	#edp_depmorp_뜻-@-NNG
F3963	#edp_depmorp_실학자-@-NNG
F8040	#edp_depmorp_생방송-@-NNG
F3964	#edp_arg2_mod_트윈스-@-NNG
F1974	#edp_dependency_down||VP--down||NP_SBJ--down||
F1975	#edp_depmorp_나이아가라폴스_-@-NNG
F8041	집-@-NNB
F6032	#edp_dependency_후-@-NNG--하-@-VV
F3965	#edp_depmorp_영화감독-@-NNG
F6033	#edp_depmorp_선택하-@-VV
F3966	#edp_depmorp_억압-@-NNG
F6934	고베-@-NNG
F8042	#edp_arg2_mod_우승자-@-NNG
F6034	날-@-NNG
F430	#edp_depmorp_다카오-@-NNG
F3967	#edp_depmorp_축구인-@-NNG
F3968	#edp_depmorp_교차점-@-NNG
F3969	록-@-NNG
F8044	#edp_arg1_mod_주-@-NNG
F3723	#edp_arg1_mod_보스턴-@-NNG
F3409	기업인-@-NNG
F3055	#edp_arg1_mod_프랑스-@-NNG
F3970	#edp_depmorp_설득-@-NNG
F6036	#edp_dependency_up||NP_AJT--up||VNP--up||VNP--down||
F8046	수도권-@-NNG
F1980	#edp_arg1_mod_미드필더-@-NNG
F8081	#edp_depmorp_음반사-@-NNG
F3972	홍콩-@-NNG
F3973	#edp_dependency_up||VNP--down||VP_MOD--down||VNP--down||
F7859	#edp_dependency_up||VP_AJT--up||VP--up||VP_MOD--up||NP_AJT--down||NP--down||
F6038	#edp_depmorp_한정희-@-NNG
F307	계열-@-NNG
F7464	#edp_arg1_mod_상대-@-NNG
F3974	#edp_depmorp_철회하-@-VV
F3975	#edp_dependency_up||NP--up||NP_OBJ--up||VP--up||VP--down||NP_OBJ--down||VP_MOD--down||
F7642	#edp_depmorp_비하-@-VV
F6039	#edp_depmorp_선택-@-NNG
F1982	요금소-@-NNG
F7355	#edp_arg1_mod_식용-@-NNG
F7980	주-@-NNB
F1983	#edp_depmorp_수행하-@-VV
F1984	#edp_depmorp_지칭하-@-VV
F6040	남서-@-NNG
F7496	#edp_dependency_고고학자-@-NNG
F3455	#edp_depmorp_닭-@-NNG
F6041	#edp_dependency_지역-@-NNG
F3977	맺-@-VV
F3978	#edp_depmorp_가우디노-@-NNG
F8049	자리-@-NNG
F3979	새롭-@-VA
F8050	#edp_depmorp_오산리-@-NNG
F6042	#edp_dependency_플랑크-@-NNG--등-@-NNB--교우하-@-VV--시작하-@-VV--다니-@-VV--옮기-@-VV--등지-@-NNB--파리-@-NNG
F6043	매사추세츠-@-NNG
F6119	#edp_depmorp_남-@-NNG
F8053	평택시-@-NNG
F8054	#edp_arg1_mod_독일-@-NNG
F8055	인디언-@-NNG
F3980	#edp_dependency_하차하-@-VV
F5007	#edp_dependency_up||NP--down||NP_CNJ--down||NP--down||
F3982	#edp_dependency_여성-@-NNG
F7120	시드니-@-NNG
F1985	#edp_depmorp_계획하-@-VV
F6729	아래-@-NNG
F3550	#edp_dependency_창당하-@-VV--여파-@-NNG--운동-@-NNG--시위-@-NNG--반대하-@-VV--억압-@-NNG--내-@-NNB
F1986	#edp_depmorp_논산천안고속도-@-NNG
F6239	#edp_dependency_같-@-VA--선수들-@-NNG--데려오-@-VV
F1987	#edp_depmorp_버스-@-NNG
F3398	#edp_dependency_교통국-@-NNG--철도역-@-NNG
F7806	#edp_depmorp_레이블-@-NNG
F8058	#edp_arg2_mod_지내-@-VV
F3983	#edp_dependency_up||NP_AJT--up||VP_MOD--up||VNP--down||NP_SBJ--down||
F3984	#edp_dependency_up||NP_SBJ--up||VNP--down||VP_MOD--down||NP_SBJ--down||VP_MOD--down||NP_AJT--down||VP_MOD--down||
F8144	#edp_depmorp_서기장-@-NNG
F3985	#edp_depmorp_부천시-@-NNG
F3986	#edp_depmorp_이영호-@-NNG
F6320	#edp_depmorp_십이동파도-@-NNG
F1989	#edp_dependency_철도역-@-NNG--여객철-@-NNG--위치하-@-VV--정-@-NNG--히가시타가-@-NNG
F1990	#edp_depmorp_평가-@-NNG
F8145	뮤지컬-@-NNG
F3508	#edp_depmorp_아르헨티나-@-NNG
F3987	#edp_depmorp_따오-@-VV
F6434	#edp_dependency_up||NP_AJT--up||VP--down||VP--down||NP_OBJ--down||
F2710	제치-@-VV
F7767	#edp_depmorp_개혁하-@-VV
F3518	복설-@-NNG
F1991	#edp_depmorp_친청파-@-NNG
F1992	#edp_dependency_출연하-@-VV
F3988	#edp_depmorp_실각하-@-VV
F8060	#edp_depmorp_국가주석-@-NNG
F677	허준호-@-NNG
F8061	조선-@-NNG
F3259	#edp_depmorp_조직-@-NNG
F3989	#edp_dependency_통하-@-VV--떠오르-@-VV--강자-@-NNG
F6047	#edp_depmorp_아래-@-NNG
F8065	#edp_depmorp_군사-@-NNG
F3991	#edp_dependency_공항-@-NNG--하-@-VV--위치하-@-VV
F7458	#edp_dependency_구성되-@-VV--여성그룹-@-NNG
F3533	조제프-@-NNG
F6314	#edp_dependency_up||NP_AJT--up||VP--down||NP_SBJ--down||NP--down||
F3537	#edp_depmorp_대우하-@-VV
F8146	득점-@-NNG
F3992	#edp_dependency_설립하-@-VV--전문대학-@-NNG
F1995	#edp_dependency_당선되-@-VV--선거-@-NNG--치르-@-VV
F1996	상무-@-NNG
F1997	#edp_depmorp_순수-@-NNG
F6436	#edp_dependency_윤선거-@-NNG
F4418	#edp_depmorp_길_-@-NNG
F8067	방콕-@-NNG
F3993	#edp_depmorp_도착하-@-VV
F8068	#edp_depmorp_고양시-@-NNG
F3994	인민-@-NNG
F7811	웰즐리-@-NNG
F3995	#edp_depmorp_양평동-@-NNG
F2001	지휘-@-NNG
F3996	#edp_dependency_up||
F8071	#edp_depmorp_노포역-@-NNG
F8072	김구-@-NNG
F2002	못되-@-VA
F6049	#edp_depmorp_급감하-@-VV
F6050	#edp_dependency_증손자-@-NNG--죽-@-VV--차지하-@-VV--황제관-@-NNG
F5786	#edp_depmorp_픽처-@-NNG
F6051	#edp_dependency_형-@-NNG--동생-@-NNG
F6052	#edp_dependency_산투스-@-NNG
F2003	#edp_dependency_의장-@-NNG--명예-@-NNG--겸-@-NNB--국가원수-@-NNG--명예-@-NNG
F6053	니치난-@-NNG
F1366	성공-@-NNG
F6054	#edp_dependency_선수-@-NNG--이적하-@-VV--되-@-VV--소속-@-NNG
F8074	#edp_dependency_정진운-@-NNG--구성되-@-VV--그룹-@-NNG--음악-@-NNG--남성-@-NNG--인조-@-NNG
F3812	#edp_depmorp_태어나-@-VV
F3997	#edp_dependency_up||NP--down||NP_CNJ--down||NP--down||VP_MOD--down||
F2005	#edp_depmorp_주석-@-NNG
F3575	#edp_depmorp_고고학자-@-NNG
F2006	#edp_depmorp_이성계-@-NNG
F2007	#edp_dependency_나폴리-@-NNG--맏딸-@-NNG--출신-@-NNG
F3998	#edp_depmorp_발원하-@-VV
F6056	#edp_depmorp_멀-@-VA
F8075	#edp_dependency_결혼하-@-VV--도주하-@-VV
F2008	#edp_dependency_회사-@-NNG
F7639	#edp_depmorp_예정-@-NNG
F3583	#edp_arg1_mod_연결되-@-VV
F5356	나오-@-VV
F8077	#edp_depmorp_국왕-@-NNG
F7516	#edp_depmorp_스타들-@-NNG
F3591	#edp_depmorp_내시-@-NNG
F7759	#edp_depmorp_감독-@-NNG
F6058	#edp_depmorp_승부리-@-NNG
F2009	대첩-@-NNG
F5888	계약해지-@-NNG
F5929	#edp_depmorp_손꼽히-@-VV
F8079	여산면-@-NNG
F6440	#edp_dependency_up||NP--up||VNP--down||
F7336	#edp_dependency_주말극장-@-NNG
F2010	#edp_dependency_낙점되-@-VV
F7088	#edp_dependency_따르-@-VV--들어오-@-VV
F2011	이닝-@-NNG
F2012	#edp_depmorp_지도하-@-NNG
F4000	바스크-@-NNG
F3605	시작되-@-VV
F2415	#edp_depmorp_철도역-@-NNG
F4001	#edp_depmorp_지목하-@-VV
F2014	#edp_depmorp_스타디움-@-NNG
F2015	홍조식물-@-NNG
F4003	#edp_depmorp_부녀자-@-NNG
F2016	#edp_dependency_up||NP_OBJ--up||VP_MOD--up||
F4004	#edp_depmorp_암스테르담-@-NNG
F2017	이동현-@-NNG
F4005	#edp_depmorp_영동고속도로-@-NNG
F8082	#edp_depmorp_구로구-@-NNG
F4006	#edp_arg1_mod_외무상-@-NNG
F3626	#edp_depmorp_승무원-@-NNG
F4007	#edp_depmorp_국가대표팀-@-NNG
F4008	#edp_dependency_돕-@-VV--역할-@-NNG--맡-@-VV--위하-@-VV--타-@-VV
F2020	체코인-@-NNG
F4009	#edp_dependency_등-@-NNB--만나-@-VV--옮기-@-VV--따라가-@-VV--때-@-NNG--유배되-@-VV--받-@-VV--주장하-@-VV--윤황-@-NNG
F802	치-@-VV
F2022	간-@-NNG
F4010	#edp_depmorp_위치하-@-VV
F6540	#edp_depmorp_미언-@-NNG
F1661	신사-@-NNG
F2024	#edp_arg2_mod_대통령-@-NNG
F4997	#edp_dependency_여객철도-@-NNG--있-@-VA--군-@-NNG--히야마-@-NNG
F6062	#edp_arg1_mod_존-@-NNG
F6063	유래-@-NNG
F4011	#edp_depmorp_교체되-@-VV
F2025	#edp_depmorp_지명타자-@-NNG
F3727	철학자-@-NNG
F2084	거주하-@-VV
F5000	#edp_dependency_up||VNP--down||VP--down||NP_SBJ--down||
F6065	#edp_depmorp_조카딸-@-NNG
F2128	#edp_arg1_mod_보이-@-VV
F591	구마모토-@-NNG
F8086	처음-@-NNG
F4014	드라마-@-NNG
F2028	#edp_depmorp_만-@-NNG
F2029	#edp_arg1_mod_네덜란드-@-NNG
F1738	국가대표팀전-@-NNG
F6066	#edp_dependency_up||NP_AJT--up||VP_MOD--up||NP_MOD--down||
F1020	부천군-@-NNG
F4015	#edp_depmorp_해협선-@-NNG
F5449	#edp_depmorp_쐐기골-@-NNG
F8089	#edp_dependency_폐위-@-NNG--기도하-@-VV--귀족들-@-NNG
F7815	#edp_depmorp_로버츠-@-NNG
F1057	합포해전-@-NNG
F7579	구-@-NNG
F6443	#edp_dependency_운행하-@-VV--선-@-NNG--전철-@-NNG--통하-@-VV
F6067	제외하-@-VV
F5100	방송되-@-VV
F6068	엘리자베스-@-NNG
F4016	브라이언-@-NNG
F6069	경-@-NNG
F8090	#edp_arg1_mod_황제-@-NNG
F1740	#edp_dependency_선-@-NNG--기세-@-NNG--경유하-@-VV--사이-@-NNG--역-@-NNG--역-@-NNG
F6070	주민센터-@-NNG
F4017	#edp_depmorp_백업-@-NNG
F4018	#edp_dependency_중-@-NNG--명-@-NNB
F3679	#edp_depmorp_은평구-@-NNG
F2032	#edp_depmorp_늘리-@-VV
F311	#edp_depmorp_밑-@-NNG
F6073	북부-@-NNG
F4019	크-@-VA
